,ignore_abundance,signature,id,sequence_to_compare,ksize,database,database_name,output
1671,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F16_B003527_S256.signature,F16_B003527_S256_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F16_B003527_S256_ignore-abundance=True.csv
1672,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F16_B003528_S136.signature,F16_B003528_S136_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F16_B003528_S136_ignore-abundance=True.csv
1673,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F16_B003570_S220.signature,F16_B003570_S220_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F16_B003570_S220_ignore-abundance=True.csv
1674,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F16_B003573_S4.signature,F16_B003573_S4_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F16_B003573_S4_ignore-abundance=True.csv
1675,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F16_B003586_S124.signature,F16_B003586_S124_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F16_B003586_S124_ignore-abundance=True.csv
1676,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F16_B003588_S172.signature,F16_B003588_S172_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F16_B003588_S172_ignore-abundance=True.csv
1677,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F17_B000419_S161.signature,F17_B000419_S161_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F17_B000419_S161_ignore-abundance=True.csv
1678,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F17_B000420_S209.signature,F17_B000420_S209_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F17_B000420_S209_ignore-abundance=True.csv
1679,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F17_B002073_S293.signature,F17_B002073_S293_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F17_B002073_S293_ignore-abundance=True.csv
1680,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F17_B002078_S29.signature,F17_B002078_S29_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F17_B002078_S29_ignore-abundance=True.csv
1681,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F17_B002095_S245.signature,F17_B002095_S245_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F17_B002095_S245_ignore-abundance=True.csv
1682,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F17_B002097_S77.signature,F17_B002097_S77_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F17_B002097_S77_ignore-abundance=True.csv
1683,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F17_B003125_S89.signature,F17_B003125_S89_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F17_B003125_S89_ignore-abundance=True.csv
1684,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F17_B003511_S41.signature,F17_B003511_S41_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F17_B003511_S41_ignore-abundance=True.csv
1685,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F17_B003527_S257.signature,F17_B003527_S257_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F17_B003527_S257_ignore-abundance=True.csv
1686,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F17_B003528_S137.signature,F17_B003528_S137_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F17_B003528_S137_ignore-abundance=True.csv
1687,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F17_B003570_S221.signature,F17_B003570_S221_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F17_B003570_S221_ignore-abundance=True.csv
1688,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F17_B003573_S5.signature,F17_B003573_S5_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F17_B003573_S5_ignore-abundance=True.csv
1689,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F17_B003586_S125.signature,F17_B003586_S125_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F17_B003586_S125_ignore-abundance=True.csv
1690,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F17_B003588_S173.signature,F17_B003588_S173_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F17_B003588_S173_ignore-abundance=True.csv
1691,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F18_B000419_S162.signature,F18_B000419_S162_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F18_B000419_S162_ignore-abundance=True.csv
1692,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F18_B000420_S210.signature,F18_B000420_S210_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F18_B000420_S210_ignore-abundance=True.csv
1693,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F18_B002073_S294.signature,F18_B002073_S294_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F18_B002073_S294_ignore-abundance=True.csv
1694,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F18_B002078_S30.signature,F18_B002078_S30_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F18_B002078_S30_ignore-abundance=True.csv
1695,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F18_B002095_S246.signature,F18_B002095_S246_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F18_B002095_S246_ignore-abundance=True.csv
1696,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F18_B002097_S78.signature,F18_B002097_S78_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F18_B002097_S78_ignore-abundance=True.csv
1697,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F18_B003125_S90.signature,F18_B003125_S90_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F18_B003125_S90_ignore-abundance=True.csv
1698,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F18_B003511_S42.signature,F18_B003511_S42_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F18_B003511_S42_ignore-abundance=True.csv
1699,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F18_B003527_S258.signature,F18_B003527_S258_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F18_B003527_S258_ignore-abundance=True.csv
1700,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F18_B003528_S138.signature,F18_B003528_S138_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F18_B003528_S138_ignore-abundance=True.csv
1701,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F18_B003570_S222.signature,F18_B003570_S222_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F18_B003570_S222_ignore-abundance=True.csv
1702,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F18_B003573_S6.signature,F18_B003573_S6_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F18_B003573_S6_ignore-abundance=True.csv
1703,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F18_B003586_S126.signature,F18_B003586_S126_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F18_B003586_S126_ignore-abundance=True.csv
1704,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F18_B003588_S174.signature,F18_B003588_S174_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F18_B003588_S174_ignore-abundance=True.csv
1705,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F19_B000419_S163.signature,F19_B000419_S163_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F19_B000419_S163_ignore-abundance=True.csv
1706,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F19_B000420_S211.signature,F19_B000420_S211_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F19_B000420_S211_ignore-abundance=True.csv
1707,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F19_B002073_S295.signature,F19_B002073_S295_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F19_B002073_S295_ignore-abundance=True.csv
1708,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F19_B002078_S31.signature,F19_B002078_S31_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F19_B002078_S31_ignore-abundance=True.csv
1709,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F19_B002095_S247.signature,F19_B002095_S247_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F19_B002095_S247_ignore-abundance=True.csv
1710,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F19_B002097_S79.signature,F19_B002097_S79_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F19_B002097_S79_ignore-abundance=True.csv
1711,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F19_B003125_S91.signature,F19_B003125_S91_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F19_B003125_S91_ignore-abundance=True.csv
1712,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F19_B003511_S43.signature,F19_B003511_S43_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F19_B003511_S43_ignore-abundance=True.csv
1713,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F19_B003527_S259.signature,F19_B003527_S259_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F19_B003527_S259_ignore-abundance=True.csv
1714,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F19_B003528_S139.signature,F19_B003528_S139_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F19_B003528_S139_ignore-abundance=True.csv
1715,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F19_B003570_S223.signature,F19_B003570_S223_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F19_B003570_S223_ignore-abundance=True.csv
1716,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F19_B003573_S7.signature,F19_B003573_S7_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F19_B003573_S7_ignore-abundance=True.csv
1717,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F19_B003586_S127.signature,F19_B003586_S127_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F19_B003586_S127_ignore-abundance=True.csv
1718,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F19_B003588_S175.signature,F19_B003588_S175_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F19_B003588_S175_ignore-abundance=True.csv
1719,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F1_B000419_S145.signature,F1_B000419_S145_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F1_B000419_S145_ignore-abundance=True.csv
1720,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F1_B000420_S193.signature,F1_B000420_S193_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F1_B000420_S193_ignore-abundance=True.csv
1721,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F1_B002073_S277.signature,F1_B002073_S277_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F1_B002073_S277_ignore-abundance=True.csv
1722,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F1_B002078_S13.signature,F1_B002078_S13_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F1_B002078_S13_ignore-abundance=True.csv
1723,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F1_B002095_S229.signature,F1_B002095_S229_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F1_B002095_S229_ignore-abundance=True.csv
1724,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F1_B002097_S61.signature,F1_B002097_S61_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F1_B002097_S61_ignore-abundance=True.csv
1725,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F1_B003125_S73.signature,F1_B003125_S73_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F1_B003125_S73_ignore-abundance=True.csv
1726,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F1_B003511_S25.signature,F1_B003511_S25_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F1_B003511_S25_ignore-abundance=True.csv
1727,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F1_B003527_S241.signature,F1_B003527_S241_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F1_B003527_S241_ignore-abundance=True.csv
1728,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F1_B003528_S121.signature,F1_B003528_S121_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F1_B003528_S121_ignore-abundance=True.csv
1729,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F1_B003570_S205.signature,F1_B003570_S205_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F1_B003570_S205_ignore-abundance=True.csv
1730,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F1_B003573_S289.signature,F1_B003573_S289_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F1_B003573_S289_ignore-abundance=True.csv
1731,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F1_B003586_S109.signature,F1_B003586_S109_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F1_B003586_S109_ignore-abundance=True.csv
1732,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F1_B003588_S157.signature,F1_B003588_S157_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F1_B003588_S157_ignore-abundance=True.csv
1733,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F20_B000419_S164.signature,F20_B000419_S164_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F20_B000419_S164_ignore-abundance=True.csv
1734,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F20_B000420_S212.signature,F20_B000420_S212_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F20_B000420_S212_ignore-abundance=True.csv
1735,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F20_B002073_S296.signature,F20_B002073_S296_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F20_B002073_S296_ignore-abundance=True.csv
1736,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F20_B002078_S32.signature,F20_B002078_S32_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F20_B002078_S32_ignore-abundance=True.csv
1737,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F20_B002095_S248.signature,F20_B002095_S248_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F20_B002095_S248_ignore-abundance=True.csv
1738,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F20_B002097_S80.signature,F20_B002097_S80_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F20_B002097_S80_ignore-abundance=True.csv
1739,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F20_B003125_S92.signature,F20_B003125_S92_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F20_B003125_S92_ignore-abundance=True.csv
1740,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F20_B003511_S44.signature,F20_B003511_S44_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F20_B003511_S44_ignore-abundance=True.csv
1741,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F20_B003527_S260.signature,F20_B003527_S260_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F20_B003527_S260_ignore-abundance=True.csv
1742,True,s3://olgabot-maca/lung_cancer/sourmash_v4/F20_B003528_S140.signature,F20_B003528_S140_ignore-abundance=True,protein,51,s3://olgabot-maca/facs/sourmash_index_all/tabula-muris-k51-protein/tabula-muris-k51-protein/,tabula-muris-k51-protein,s3://olgabot-maca/lung_cancer/sourmash_search/tabula-muris-k51-protein/F20_B003528_S140_ignore-abundance=True.csv
