AvgSpotLen	BioProject	BioSample	Experiment	Instrument	LibraryLayout	LoadDate	MBases	MBytes	Run	SRA_Sample	SRA_Study	Sample_Name	source_name	Assay_Type	AssemblyName	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	tissue
75	PRJNA393431	SAMN07332596	SRX2989306	NextSeq 500	PAIRED	2017-07-14	89	34	SRR5810754	SRS2341229	SRP111340	GSM2696173	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332595	SRX2989307	NextSeq 500	PAIRED	2017-07-14	139	48	SRR5810755	SRS2341231	SRP111340	GSM2696174	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332594	SRX2989308	NextSeq 500	PAIRED	2017-07-14	6	4	SRR5810756	SRS2341232	SRP111340	GSM2696175	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332593	SRX2989309	NextSeq 500	PAIRED	2017-07-14	25	12	SRR5810757	SRS2341230	SRP111340	GSM2696176	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332592	SRX2989310	NextSeq 500	PAIRED	2017-07-14	51	20	SRR5810758	SRS2341233	SRP111340	GSM2696177	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332591	SRX2989311	NextSeq 500	PAIRED	2017-07-14	83	31	SRR5810759	SRS2341234	SRP111340	GSM2696178	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332590	SRX2989312	NextSeq 500	PAIRED	2017-07-14	17	8	SRR5810760	SRS2341235	SRP111340	GSM2696179	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332589	SRX2989313	NextSeq 500	PAIRED	2017-07-14	90	33	SRR5810761	SRS2341237	SRP111340	GSM2696180	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332588	SRX2989314	NextSeq 500	PAIRED	2017-07-14	35	15	SRR5810762	SRS2341236	SRP111340	GSM2696181	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332587	SRX2989315	NextSeq 500	PAIRED	2017-07-14	85	31	SRR5810763	SRS2341239	SRP111340	GSM2696182	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332586	SRX2989316	NextSeq 500	PAIRED	2017-07-14	4	2	SRR5810764	SRS2341238	SRP111340	GSM2696183	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332585	SRX2989317	NextSeq 500	PAIRED	2017-07-14	85	32	SRR5810765	SRS2341240	SRP111340	GSM2696184	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332584	SRX2989318	NextSeq 500	PAIRED	2017-07-14	81	31	SRR5810766	SRS2341241	SRP111340	GSM2696185	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332553	SRX2989319	NextSeq 500	PAIRED	2017-07-14	197	67	SRR5810767	SRS2341242	SRP111340	GSM2696186	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332552	SRX2989320	NextSeq 500	PAIRED	2017-07-14	141	53	SRR5810768	SRS2341245	SRP111340	GSM2696187	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332551	SRX2989321	NextSeq 500	PAIRED	2017-07-14	198	69	SRR5810769	SRS2341243	SRP111340	GSM2696188	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332550	SRX2989322	NextSeq 500	PAIRED	2017-07-14	180	65	SRR5810770	SRS2341244	SRP111340	GSM2696189	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332549	SRX2989323	NextSeq 500	PAIRED	2017-07-14	160	61	SRR5810771	SRS2341247	SRP111340	GSM2696190	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332669	SRX2989324	NextSeq 500	PAIRED	2017-07-14	167	57	SRR5810772	SRS2341246	SRP111340	GSM2696191	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332668	SRX2989325	NextSeq 500	PAIRED	2017-07-14	142	51	SRR5810773	SRS2341248	SRP111340	GSM2696192	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332667	SRX2989326	NextSeq 500	PAIRED	2017-07-14	179	61	SRR5810774	SRS2341249	SRP111340	GSM2696193	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332666	SRX2989327	NextSeq 500	PAIRED	2017-07-14	98	34	SRR5810775	SRS2341250	SRP111340	GSM2696194	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332665	SRX2989328	NextSeq 500	PAIRED	2017-07-14	217	77	SRR5810776	SRS2341252	SRP111340	GSM2696195	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332664	SRX2989329	NextSeq 500	PAIRED	2017-07-14	108	38	SRR5810777	SRS2341251	SRP111340	GSM2696196	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332663	SRX2989330	NextSeq 500	PAIRED	2017-07-14	212	71	SRR5810778	SRS2341253	SRP111340	GSM2696197	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332662	SRX2989331	NextSeq 500	PAIRED	2017-07-14	100	41	SRR5810779	SRS2341254	SRP111340	GSM2696198	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332661	SRX2989332	NextSeq 500	PAIRED	2017-07-14	154	61	SRR5810780	SRS2341255	SRP111340	GSM2696199	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332660	SRX2989333	NextSeq 500	PAIRED	2017-07-14	62	25	SRR5810781	SRS2341256	SRP111340	GSM2696200	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332659	SRX2989334	NextSeq 500	PAIRED	2017-07-14	86	31	SRR5810782	SRS2341257	SRP111340	GSM2696201	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332658	SRX2989335	NextSeq 500	PAIRED	2017-07-14	197	65	SRR5810783	SRS2341258	SRP111340	GSM2696202	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332657	SRX2989336	NextSeq 500	PAIRED	2017-07-14	60	22	SRR5810784	SRS2341259	SRP111340	GSM2696203	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332656	SRX2989337	NextSeq 500	PAIRED	2017-07-14	90	31	SRR5810785	SRS2341260	SRP111340	GSM2696204	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332655	SRX2989338	NextSeq 500	PAIRED	2017-07-14	204	76	SRR5810786	SRS2341264	SRP111340	GSM2696205	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332654	SRX2989339	NextSeq 500	PAIRED	2017-07-14	112	40	SRR5810787	SRS2341261	SRP111340	GSM2696206	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332653	SRX2989340	NextSeq 500	PAIRED	2017-07-14	188	68	SRR5810788	SRS2341262	SRP111340	GSM2696207	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332652	SRX2989341	NextSeq 500	PAIRED	2017-07-14	62	22	SRR5810789	SRS2341263	SRP111340	GSM2696208	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332651	SRX2989342	NextSeq 500	PAIRED	2017-07-14	98	38	SRR5810790	SRS2341265	SRP111340	GSM2696209	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332650	SRX2989343	NextSeq 500	PAIRED	2017-07-14	266	88	SRR5810791	SRS2341266	SRP111340	GSM2696210	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332649	SRX2989344	NextSeq 500	PAIRED	2017-07-14	141	48	SRR5810792	SRS2341267	SRP111340	GSM2696211	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332648	SRX2989345	NextSeq 500	PAIRED	2017-07-14	224	76	SRR5810793	SRS2341268	SRP111340	GSM2696212	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332647	SRX2989346	NextSeq 500	PAIRED	2017-07-14	80	29	SRR5810794	SRS2341269	SRP111340	GSM2696213	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332646	SRX2989347	NextSeq 500	PAIRED	2017-07-14	8	4	SRR5810795	SRS2341270	SRP111340	GSM2696214	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332645	SRX2989348	NextSeq 500	PAIRED	2017-07-14	37	13	SRR5810796	SRS2341271	SRP111340	GSM2696215	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332644	SRX2989349	NextSeq 500	PAIRED	2017-07-14	199	65	SRR5810797	SRS2341272	SRP111340	GSM2696216	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332643	SRX2989350	NextSeq 500	PAIRED	2017-07-14	74	27	SRR5810798	SRS2341273	SRP111340	GSM2696217	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332642	SRX2989351	NextSeq 500	PAIRED	2017-07-14	41	17	SRR5810799	SRS2341274	SRP111340	GSM2696218	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332636	SRX2989352	NextSeq 500	PAIRED	2017-07-14	94	31	SRR5810800	SRS2341275	SRP111340	GSM2696219	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332635	SRX2989353	NextSeq 500	PAIRED	2017-07-14	41	16	SRR5810801	SRS2341276	SRP111340	GSM2696220	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332641	SRX2989354	NextSeq 500	PAIRED	2017-07-14	39	15	SRR5810802	SRS2341277	SRP111340	GSM2696221	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332640	SRX2989355	NextSeq 500	PAIRED	2017-07-14	54	20	SRR5810803	SRS2341278	SRP111340	GSM2696222	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332639	SRX2989356	NextSeq 500	PAIRED	2017-07-14	44	17	SRR5810804	SRS2341279	SRP111340	GSM2696223	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332638	SRX2989357	NextSeq 500	PAIRED	2017-07-14	40	15	SRR5810805	SRS2341280	SRP111340	GSM2696224	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332637	SRX2989358	NextSeq 500	PAIRED	2017-07-14	49	18	SRR5810806	SRS2341281	SRP111340	GSM2696225	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332634	SRX2989359	NextSeq 500	PAIRED	2017-07-14	61	23	SRR5810807	SRS2341282	SRP111340	GSM2696226	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332633	SRX2989360	NextSeq 500	PAIRED	2017-07-14	33	13	SRR5810808	SRS2341283	SRP111340	GSM2696227	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332632	SRX2989361	NextSeq 500	PAIRED	2017-07-14	37	14	SRR5810809	SRS2341285	SRP111340	GSM2696228	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332631	SRX2989362	NextSeq 500	PAIRED	2017-07-14	86	31	SRR5810810	SRS2341284	SRP111340	GSM2696229	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332630	SRX2989363	NextSeq 500	PAIRED	2017-07-14	30	12	SRR5810811	SRS2341287	SRP111340	GSM2696230	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332629	SRX2989364	NextSeq 500	PAIRED	2017-07-14	60	23	SRR5810812	SRS2341286	SRP111340	GSM2696231	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332628	SRX2989365	NextSeq 500	PAIRED	2017-07-14	63	22	SRR5810813	SRS2341288	SRP111340	GSM2696232	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332627	SRX2989366	NextSeq 500	PAIRED	2017-07-14	44	17	SRR5810814	SRS2341289	SRP111340	GSM2696233	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332626	SRX2989367	NextSeq 500	PAIRED	2017-07-14	49	18	SRR5810815	SRS2341290	SRP111340	GSM2696234	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332625	SRX2989368	NextSeq 500	PAIRED	2017-07-14	35	13	SRR5810816	SRS2341292	SRP111340	GSM2696235	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332624	SRX2989369	NextSeq 500	PAIRED	2017-07-14	53	19	SRR5810817	SRS2341291	SRP111340	GSM2696236	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332623	SRX2989370	NextSeq 500	PAIRED	2017-07-14	43	16	SRR5810818	SRS2341293	SRP111340	GSM2696237	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332622	SRX2989371	NextSeq 500	PAIRED	2017-07-14	69	25	SRR5810819	SRS2341294	SRP111340	GSM2696238	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332621	SRX2989372	NextSeq 500	PAIRED	2017-07-14	24	9	SRR5810820	SRS2341295	SRP111340	GSM2696239	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332620	SRX2989373	NextSeq 500	PAIRED	2017-07-14	28	11	SRR5810821	SRS2341296	SRP111340	GSM2696240	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332619	SRX2989374	NextSeq 500	PAIRED	2017-07-14	70	25	SRR5810822	SRS2341298	SRP111340	GSM2696241	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332618	SRX2989375	NextSeq 500	PAIRED	2017-07-14	31	13	SRR5810823	SRS2341297	SRP111340	GSM2696242	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332617	SRX2989376	NextSeq 500	PAIRED	2017-07-14	42	16	SRR5810824	SRS2341299	SRP111340	GSM2696243	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332616	SRX2989377	NextSeq 500	PAIRED	2017-07-14	38	15	SRR5810825	SRS2341300	SRP111340	GSM2696244	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332615	SRX2989378	NextSeq 500	PAIRED	2017-07-14	71	26	SRR5810826	SRS2341301	SRP111340	GSM2696245	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332772	SRX2989379	NextSeq 500	PAIRED	2017-07-14	52	19	SRR5810827	SRS2341302	SRP111340	GSM2696246	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332771	SRX2989380	NextSeq 500	PAIRED	2017-07-14	40	16	SRR5810828	SRS2341303	SRP111340	GSM2696247	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332770	SRX2989381	NextSeq 500	PAIRED	2017-07-14	72	28	SRR5810829	SRS2341304	SRP111340	GSM2696248	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332769	SRX2989382	NextSeq 500	PAIRED	2017-07-14	27	11	SRR5810830	SRS2341305	SRP111340	GSM2696249	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332768	SRX2989383	NextSeq 500	PAIRED	2017-07-14	45	17	SRR5810831	SRS2341307	SRP111340	GSM2696250	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332767	SRX2989384	NextSeq 500	PAIRED	2017-07-14	24	10	SRR5810832	SRS2341306	SRP111340	GSM2696251	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332766	SRX2989385	NextSeq 500	PAIRED	2017-07-14	27	11	SRR5810833	SRS2341308	SRP111340	GSM2696252	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332765	SRX2989386	NextSeq 500	PAIRED	2017-07-14	76	28	SRR5810834	SRS2341309	SRP111340	GSM2696253	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332764	SRX2989387	NextSeq 500	PAIRED	2017-07-14	22	9	SRR5810835	SRS2341310	SRP111340	GSM2696254	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332763	SRX2989388	NextSeq 500	PAIRED	2017-07-14	34	14	SRR5810836	SRS2341311	SRP111340	GSM2696255	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332762	SRX2989389	NextSeq 500	PAIRED	2017-07-14	32	13	SRR5810837	SRS2341312	SRP111340	GSM2696256	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
